1.300000000000000000e+01,1.500000000000000000e+02
1.600000000000000000e+01,1.470000000000000000e+02
2.000000000000000000e+01,1.430000000000000000e+02
2.500000000000000000e+01,1.400000000000000000e+02
3.100000000000000000e+01,1.380000000000000000e+02
3.700000000000000000e+01,1.360000000000000000e+02
4.300000000000000000e+01,1.340000000000000000e+02
4.800000000000000000e+01,1.320000000000000000e+02
5.300000000000000000e+01,1.290000000000000000e+02
5.900000000000000000e+01,1.290000000000000000e+02
6.600000000000000000e+01,1.280000000000000000e+02
7.200000000000000000e+01,1.280000000000000000e+02
8.000000000000000000e+01,1.300000000000000000e+02
8.300000000000000000e+01,1.340000000000000000e+02
8.400000000000000000e+01,1.420000000000000000e+02
8.400000000000000000e+01,1.490000000000000000e+02
8.000000000000000000e+01,1.560000000000000000e+02
7.500000000000000000e+01,1.580000000000000000e+02
6.700000000000000000e+01,1.610000000000000000e+02
6.100000000000000000e+01,1.630000000000000000e+02
5.500000000000000000e+01,1.670000000000000000e+02
5.000000000000000000e+01,1.690000000000000000e+02
4.400000000000000000e+01,1.720000000000000000e+02
3.800000000000000000e+01,1.740000000000000000e+02
3.100000000000000000e+01,1.750000000000000000e+02
2.400000000000000000e+01,1.770000000000000000e+02
1.800000000000000000e+01,1.760000000000000000e+02
1.400000000000000000e+01,1.680000000000000000e+02
1.200000000000000000e+01,1.610000000000000000e+02
1.100000000000000000e+01,1.540000000000000000e+02
